AT,TAT,TEY,CLUSTER
1.2856633874222505,546.3356134491734,111.12030127468377,2
10.161994979612052,547.5808421833509,109.53400026182356,2
9.971677315746113,546.8876621230638,119.80304723889722,2
9.156692533852683,539.0984391700443,109.09729375354985,2
11.355620121253441,549.8681680128493,137.22871187254722,2
9.083812739815084,537.5090575235097,108.80660197790957,2
9.368211919957202,540.7127815647143,109.26457338131092,2
8.4522058413536,542.1354242902922,115.35663306046663,2
13.142455712513096,549.4399917116369,108.4000093934782,2
11.689125131864731,548.6408999849298,109.01089998492976,2
7.703385413678405,541.5721334804565,110.3034817114001,2
9.947567770665387,546.3704562763663,111.44542639977028,2
16.990017735724734,549.462320189179,107.79037315991931,2
12.555636009361095,548.6578201819809,109.22920806859959,2
9.558378855672537,535.0915374502189,102.0461364369622,2
15.983502224928086,541.1853951829348,102.99806422753342,2
10.75967769610218,547.2442910012819,112.69530323426541,2
10.014478499590043,547.0571617128655,119.53002095352808,2
4.8763157277558795,537.3745734887649,108.61796369026293,2
3.29696939606087,541.851917148414,117.6613375069849,2
5.667392737373378,545.5882683338841,110.7642033992688,2
4.065168767182996,546.7931139305384,121.52923288479224,2
4.145150300306415,541.9237169981703,122.67123899939013,2
10.910281538413134,549.3926630232131,109.62689769390164,2
5.173871362232716,542.8056896961576,126.6391586516578,2
8.570309030451893,544.1223202084359,114.8564795527314,2
7.959412479098688,543.2598756186654,122.33317911173827,2
10.07255392821401,547.0630252775184,110.70207454527187,2
6.766295023207023,536.2504375997967,121.78475452080812,2
7.7568203948144205,545.62152668705,108.24503708281358,2
20.796750990987622,546.3368554826453,143.53128713404672,2
10.772158797449963,534.7581355032569,139.95183908791668,2
9.468534875370503,539.1293260373003,110.02671226687204,2
8.225678461735287,549.6023930080339,111.23886907822893,2
8.011271557162823,540.6017093254281,110.5498616133822,2
7.496190895606575,545.4755828406124,112.1482643411981,2
14.949029724749947,537.2843784361995,104.08156032374028,2
9.8750359347135,540.0203816906536,109.05711559352474,2
12.769300043200404,548.4699964693848,117.62197348309476,2
6.585166756144378,538.1561250972185,119.97874913863608,2
5.829726142482443,544.6396857512925,109.82339078152248,2
17.831742346332668,534.7271645768667,109.69783028490669,2
12.17303707906338,548.0825082436567,111.76130378860377,2
11.457741586150224,544.8207754956284,109.58773528220198,2
10.053808413071733,547.6639314696913,119.74179627117408,2
10.885196558542203,548.196469221958,109.85229109358116,2
12.738126305462911,543.3180475493259,108.92823216900278,2
12.825048628666826,537.7385610331929,101.35392987085086,2
10.18652908224897,547.4764795952398,107.87788775714382,2
3.047419876959772,550.2626035670462,123.11727100122705,2
7.953656459897541,539.62414882249,159.25369259670984,2
9.325368684087566,548.8040892447332,118.14534077039444,2
10.411874861621746,549.4783013610725,111.03509591678278,2
8.288738289228734,549.8191629888494,110.58925049086248,2
8.052944624984482,549.1073823988229,110.70765927390049,2
8.979843142290926,541.6953271377834,108.79672882267452,2
16.895577597911743,536.9647126080437,103.28050689990721,2
10.408930074515752,544.1166959398863,109.45613720276165,2
1.2909108551906774,549.5335959076723,110.29355580105506,2
11.105693263917663,548.3269928858689,109.81551667411414,2
10.801548285731842,549.4686456427737,109.87212771451395,2
9.358265524954893,549.5957771196446,135.54093922861222,2
14.320845871927375,547.9172143184941,139.3215372085661,2
17.506830305440072,539.0195504645187,101.28804108615677,2
11.297100799887545,547.5544121715685,110.27599379464752,2
15.412984258539467,541.1724189695881,122.74664552426336,2
15.611730145210664,543.0084757571583,100.79565050477215,2
7.444340958573655,546.527702311397,108.49978750980505,2
8.136818181548037,548.1352438851552,109.039044487877,2
7.586837511413324,538.3478640257434,110.1060825940504,2
8.9582466375991,542.6062781701727,110.29784040300359,2
13.540075038988187,539.9530988801416,102.18373169425602,2
7.690447626697752,538.1112453951786,110.63540621259943,2
7.788857000957612,545.6900379560702,110.92467162648116,2
6.759965439541223,542.4661237556526,107.82487691487655,2
14.881411132858805,531.7513342994171,103.81,2
13.625940216220243,543.0482827667357,103.85057876776544,2
13.080574395913446,539.458411424014,112.28788988755356,2
9.877968894853561,545.9712470098394,109.41227840370564,2
13.33126153116857,549.8070310728025,108.95886389410549,2
5.558341717852037,546.1212499976208,108.32569445686936,2
5.703663073331334,531.3659188314282,111.71873834116889,2
8.587147951842278,550.0028052193728,133.873696071056,2
16.093647402875508,544.5227886171707,103.73920008072928,2
5.549498634178233,535.8320446039438,111.66513755447849,2
10.226349914444196,538.3060002419575,108.2070900952341,2
11.190008983714105,541.6720101067007,113.51635036502873,2
10.647473713579187,537.5053356394716,103.80724999559746,2
8.099433664111928,549.2183480586543,112.0972703126466,2
17.710766354871378,548.1733265367212,104.80536787710028,2
9.553104590112506,536.8975383951805,110.69404005187138,2
17.8721840438165,544.7928676209324,104.34499083168416,2
2.9509899573585683,536.232487883408,113.11436083186268,2
3.6399864988904422,532.0864381490737,115.27953188432964,2
10.591132528158564,547.1669605096466,109.81920122536485,2
1.4081379622129842,550.0305252736024,114.30838004819972,2
8.035515359562211,546.7379062058449,108.65538626236344,2
9.643967228731784,539.1452370245507,109.34126428726988,2
11.740641801356988,547.3345771407139,111.59020283961529,2
8.10105509614066,547.2160082811843,108.8350582238585,2
4.603128127301486,546.5491006122695,121.66810843876759,2
1.5125923568789852,549.6727371219498,114.79547424389992,2
3.1466758290765053,549.6353256116556,119.38553427312159,2
7.985132622958883,540.5592449139848,110.5965298736521,2
13.580915600818653,543.7109736168134,104.1416934271127,2
8.258275472409688,542.567193788221,111.87019623531421,2
5.096106231791532,540.8638777296895,108.65354585136643,2
7.776272448419232,540.497589552079,107.40231673021408,2
10.620774269080949,546.9477859159546,109.61360539118529,2
8.806244101743205,534.4733368694833,109.57991513240049,2
11.650284395244038,548.8275280907769,109.62492634149929,2
15.276560856258323,549.9527041311004,111.00856308181812,2
7.318704467987515,537.2423835346121,111.56221148630522,2
8.965377703147158,540.6877650890983,110.59626724032788,2
8.636160885491433,539.5023054761572,113.5870290797482,2
9.321888923010675,542.6342753672313,111.69568742098065,2
9.404117899788917,547.4734849207857,107.9816384233628,2
7.963839345636053,539.2303908188281,108.7421199465932,2
11.635631079607608,549.6878006242529,112.24512429625831,2
5.1017197249196835,537.1593035554622,112.43947370023106,2
13.480763831349027,539.9391907425131,102.33804706692464,2
8.493088549429725,547.9380572341886,108.7563374538744,2
9.133733124071505,548.8152796367476,138.76746007308793,2
12.352811735287393,549.2290410728837,108.79658675607365,2
8.598703958302117,546.4681919791924,119.57853911885648,2
8.172788414428101,532.2609315697786,110.70697032138273,2
10.865406163695607,529.4289839144969,160.8557411649648,2
13.010030018673875,546.884568929446,139.16623003617858,2
11.829180680161492,545.2199444201699,109.21939038310214,2
18.190174615545622,550.0625525954769,110.40856241425745,2
17.162970525498118,542.5563368413618,100.44634572436945,2
16.647990902747043,545.0272816214558,104.75878245375752,2
10.601502292711869,538.5770152277688,105.7118416225684,2
8.275553497887259,549.7543372844223,110.84392809700545,2
7.547179021860431,538.2412397675316,111.83550945511409,2
13.809344036775059,531.5690689773918,103.9946636084795,2
2.7544409153370637,534.0751246628993,112.43563766742395,2
9.538636959846645,543.797616429832,106.2444708327948,2
10.762528838544352,542.8504298800758,104.00909625990586,2
17.806001982329033,546.7403977654932,104.59934141213388,2
10.271306956524016,537.8324355007778,108.48059903748494,2
9.627215818510473,537.9208507770408,111.76531595062009,2
16.196336846189624,547.1375515082979,110.84929575272957,2
13.812973202598483,542.052614774792,101.81249785324923,2
1.7355290463919917,532.7793891400045,108.95314830723852,2
9.630824052126076,544.7040629088092,111.71163500387344,2
11.327876475123,544.6671062345978,110.75880835951887,2
8.377490071427484,539.6160160780316,107.1950354991859,2
5.893387516634258,543.2006138437422,115.51942879426386,2
13.347501558468473,549.985614752064,131.79761352514456,2
12.871705910999546,548.5186114277183,108.38915648918244,2
8.064734198086327,545.5005556062549,122.16045475389788,2
10.243749698650747,544.1250350830205,109.224793610154,2
5.479799091400193,531.3629885494083,111.73312411013895,2
4.588149341619031,539.5966451642448,109.6660984122975,2
5.781577306990626,539.1508970456745,108.93330767517595,2
5.925331656419567,534.9834721269052,111.42783975947863,2
8.666969849966932,540.480758695367,104.53036539803028,2
8.958881698681976,534.3645768540164,109.6724027230569,2
5.348696903096403,531.7684158480075,112.20767036471693,2
11.758320629719142,538.1693036129668,123.23884483826212,2
8.856829490967572,539.5609253238285,112.46515292358515,2
7.633258784057237,543.5092072563891,119.9355978761788,2
8.921143906616534,538.5552710628159,110.4224100258202,2
9.616842542634613,537.1954966237039,111.13518412043936,2
6.2982575321565335,549.4862987971856,110.9438215417213,2
10.022255185809364,540.8120708532712,109.42158875291142,2
13.063461647750804,545.2689741161093,108.50369411707753,2
17.206302817207266,541.5899068676973,100.15200033788568,2
16.995595004709322,544.2028368843448,104.79324124053215,2
9.660171145279394,544.5192274950412,111.18187490139304,2
14.005875921494725,543.2739162980338,103.69860837019662,2
9.118784537178644,547.7599890334599,107.60818281514,2
18.648420408071246,549.3974770910205,104.05134121484691,2
14.123245082464434,548.4124969626603,110.21748542815628,2
15.144200718926255,549.8803661996408,135.97840829740753,2
7.327152776066754,544.6765947969482,108.44070037435415,2
14.086252520460055,547.6412697443626,111.60556671151531,2
4.210137051626055,542.530370019481,110.06391281052255,2
7.415519177344563,539.5955037956277,111.72,2
10.992515251096432,546.7888002682553,109.7024390074556,2
19.44413260285426,550.0850160060089,134.12393345155272,2
5.032896575007655,543.2924521634084,127.0029319061174,2
10.613009780239608,549.3560381659433,109.71540776563707,2
17.993824364766258,548.4401025720914,103.98343939629973,2
1.6000366497775975,550.0276822081579,113.51158895921029,2
8.251977269807115,546.14,108.894138729227,2
16.872387767113253,543.8839285188794,104.97857135850602,2
17.782130822467114,533.4755370807834,153.7201159502243,2
9.221982276302196,539.9756900853629,108.11101220461443,2
15.438253859321186,539.6088638444077,104.05417424311077,2
9.437617206809945,539.6031090083151,111.71310900831509,2
3.4265634429380083,549.5761796058757,109.68708111457649,2
12.85482789636166,547.7815966839347,107.16956686476351,2
7.609326806555064,537.0613118478359,110.53619698274565,2
3.5711251027011253,549.6921220876284,109.77122087628227,2
6.26660817207415,543.9716421645437,109.34191096489944,2
3.807964371848372,549.8572290738283,110.4554016152127,2
4.088810863024957,549.7661273106064,110.45034040614479,2
12.433531454444099,546.2622967691449,109.31783477361643,2
8.47954280754962,548.7514445603554,110.85072469661837,2
4.428828945134495,549.7638980206883,112.71033861500841,2
8.02460625436849,550.0691486028173,111.37249804155188,2
15.218545897382308,543.002160232342,101.44924099390721,2
12.99386865861224,546.4237393515572,109.37845136681494,2
7.876462597931018,549.8229682945736,133.77742559431746,2
9.45403757025904,549.8501964725765,134.49144079889402,2
9.915444573716108,540.0717796469049,111.11989830309248,2
9.929730775646297,537.4288941938097,108.38729832085608,2
7.111854068518444,547.7849559248597,118.8143983969303,2
15.144660634872448,547.468344420007,107.49861103791521,2
14.485377305904699,548.0325549577393,110.83785948306624,2
8.672567669684327,546.7617367939557,107.1557450145822,2
9.299662519847477,543.9969307717397,109.95054938078563,2
7.489638336755828,535.2918278856844,110.12178507891352,2
2.409167127362596,542.6008642452026,112.48669959208948,2
15.24981705317276,539.6406802119274,105.78458104818144,2
8.596822405733748,534.8183339599047,110.39378748006058,2
9.944429447345591,544.5387578257488,110.7425546602526,2
13.810887270526555,537.4175164734929,102.18812549937937,2
18.298511490182072,548.9510438575145,103.68083508601156,2
1.6863743723096194,550.2740482451187,114.28174472319013,2
14.8340915945992,544.4895758121528,103.49915162430565,2
13.564498671257866,545.8512657809243,103.45175747503923,2
17.590005165652602,549.9566504824236,133.79349641728362,2
9.442855541403683,541.3002292657713,112.17140412059773,2
3.226890308250809,535.5721961947584,112.76727921725742,2
8.647318475962503,533.0845630480823,110.29451013002804,2
15.388218813690695,536.0511042589643,104.22657120439469,2
10.340985242293888,543.4140911522444,111.62702520882402,2
10.598906097734954,542.1165144702728,109.38303594025172,2
1.8407170165323847,548.6104905304438,116.18817004776602,2
14.95552559541957,533.073791632586,103.97488867593658,2
10.738801955367686,537.7864733403417,103.87394679986276,2
8.837662537272184,544.5695648016698,104.77443245859936,2
6.889986971814888,549.4763762163648,113.83153308384813,2
12.727825730396054,543.6963454067874,102.95263692081407,2
4.93881030091229,541.7978985627278,112.19349238803404,2
10.67581594032915,540.0304680597469,103.87379095522785,2
9.542103708187085,548.8837720930636,108.41733957601409,2
16.222144227096305,542.5223715596794,103.6776806733883,2
8.958725977874279,545.8597311392421,104.87870605167153,2
15.2341393939191,539.6580067476336,104.09529787754421,2
9.068358024899425,538.2946413015445,109.74948867016882,2
12.04324940080467,546.6815164279401,108.29186934687695,2
18.127869421573035,533.598624398503,153.44111803005973,2
9.263299940863796,542.5848855030315,111.76506869818104,2
17.36336037240777,533.3264494996705,154.0580478007469,2
13.13788034972494,538.4655403162445,101.46139512877356,2
13.437138958223619,548.1103473955592,108.71143300668108,2
11.81046260859711,544.3336191503079,109.72300368275152,2
6.599800199609488,542.9379880115326,108.42808419669001,2
6.411320451436524,532.1004848422,111.74896906219489,2
13.595720151689749,537.4522422720407,101.87281334906548,2
18.432216731545264,547.0553446270694,103.03781221165217,2
10.455582441570547,546.5074745687879,108.78388987166755,2
7.063561881658901,535.8789261033027,110.35483253513806,2
19.920907983406018,549.558531628246,103.11853915572432,2
9.459628566473137,543.8487507384021,118.19965823374952,2
8.944031985863344,547.0417205071607,107.32414998006823,2
17.727068675635934,544.9994593013464,102.33832935742737,2
11.91342566121438,548.3971136124189,109.73693878569462,2
2.0957119717091386,532.0017507120554,113.3,2
12.696719893570018,549.4174078339173,109.50871402493686,2
9.649860589839726,541.7101210267397,111.68066252848938,2
17.076032957704903,538.7657061801417,101.62644332963394,2
9.402397695468537,537.3997443319889,110.671242607577,2
7.36239579610616,541.1865652758762,107.28589575067335,2
1.5485846094090818,538.9291740165223,124.40560716326391,2
7.727047044644084,537.5313585134314,110.17910178106077,2
3.0052216174502617,543.0592342606451,112.23038902905468,2
1.1354704174504715,532.9498550405362,109.0306727622639,2
2.8424783376108187,549.4203355618241,109.05520873737976,2
13.866250932355788,548.6658049839264,115.67719484564371,2
13.821204339910555,540.3136338810074,101.7683571671452,2
12.644416221847534,549.2656505759594,108.72883361905323,2
10.453374033491652,541.7449662246515,109.50251688767423,2
7.700317539931335,537.1896889519841,109.15576196111351,2
11.462859219473755,547.9844515860859,109.0893912438353,2
7.3871833810832905,539.2447297927729,111.7430292530113,2
10.701860423331803,547.8685582677207,120.42097555156224,2
16.675639403855044,548.3262315315179,105.5900728197018,2
9.439551840216238,545.4658911259158,112.14260810463907,2
6.3377915447228075,530.6137036511242,112.13789242879999,2
8.767853376695513,545.3842557463977,110.32852093826624,2
12.040148655288956,548.3179225515225,110.94216613843126,2
9.535515154204742,547.2274547841661,104.96889033685378,2
13.705573648564625,534.2146706070578,104.79960014474906,2
4.933744938143687,543.7251435387719,127.22063825850158,2
9.613179455759562,542.3376465229084,113.72986189416255,2
5.476746829555903,537.5576313680056,111.55229798786598,2
6.826045847740805,540.4128052259878,110.91959303201635,2
10.011261317113844,538.1135017286609,108.69446611405412,2
8.987964432336877,540.7870736320267,109.10496524539951,2
8.953462670284393,540.5139936712136,110.38369602926588,2
15.499461042669447,542.3205334984833,103.00330598305813,2
6.660441527448454,548.4306385683557,111.79942112899641,2
9.267586023027821,539.2584192015586,109.29062796980207,2
10.715861977425472,546.6222862779936,109.32240918058987,2
9.818345583187124,541.2760712727284,106.15134302661592,2
1.674255857534955,550.0249575676381,113.52521216180892,2
8.838440107816503,545.6003296690469,116.96454268306243,2
3.7909100826969326,548.8072090562398,108.68393409208556,2
18.166086992574233,543.3673306825208,102.74839347014787,2
18.033621211720877,543.8630194015758,100.82614315288143,2
9.68077533776112,532.5469038170263,106.68438195614969,2
6.600952435335548,544.6928699102889,109.74072561718168,2
13.323586284545536,549.8151491221154,108.94705582237776,2
16.863436181453586,542.2556891894144,104.1387380119514,2
8.319050534156238,534.1578476440776,109.93986073289592,2
3.2922753990638305,547.8334237361704,118.59679068902128,2
15.248277975173488,541.5236944919038,104.04069493793371,2
19.12077541302142,538.4786422849976,103.34595233782015,2
6.216305068462889,531.9285841040847,111.7,2
7.766367513298586,544.3584587220141,114.2437059885899,2
17.961047871441494,545.3963471425097,102.13122066590944,2
4.828976739203567,543.7363288719623,113.51345641437271,2
6.197108902686383,549.4048773712725,111.25025031366388,2
9.533908475109332,540.9234255201891,109.9431722999708,2
0.5482809189420009,548.8717733449843,115.4375445992525,2
10.890900167448432,540.9561991910793,104.70446100682022,2
5.229888136410343,542.9868482695254,109.67821142525207,2
8.663552141261334,532.0077981075957,104.16969462417185,2
17.994387255085424,542.1468495612586,102.7614153195031,2
4.30564411563277,548.3249464582497,114.36589038216732,2
8.813313964242582,543.8081550978022,111.44536547109784,2
7.2695303754177365,539.1548643308425,111.42353769515816,2
8.522330993969318,540.7559430940169,111.18303769812752,2
3.163436934629656,541.8841973566568,117.01035330742096,2
17.89275789112564,535.3986275099951,110.21164539895277,2
9.924914080566122,546.645849408713,111.0428948107357,2
12.658055328645464,549.4784518733783,108.87938389050336,2
1.3897550280774675,549.511736782332,113.24219754429241,2
6.290563838413161,535.0267601518933,111.24668028901155,2
10.837717584498801,542.6770745036031,111.732280917965,2
11.387619898270252,538.9337702858192,102.05654823180485,2
3.47979261097202,549.8502987639447,108.78934974906157,2
7.188750879729756,536.561668922384,110.29623266865528,2
10.084581483888508,546.037461087889,110.76031960478585,2
7.6623528797537,533.8053127068241,104.06168042925565,2
21.341034933724945,534.7405801435873,150.64292062722063,2
10.491191363785003,545.2413558531251,109.16631292866137,2
10.188542506317653,544.177914952321,111.59217585515928,2
10.852475739077287,547.5125337809803,106.01916536226123,2
4.7957279891889835,540.7998592392192,110.5886046580635,2
5.387807440564064,545.0540020744518,122.85445995427109,2
12.151412401684873,548.278778333744,109.13738946601849,2
4.454105413453814,549.4786757242855,113.73243356666107,2
8.290071602851732,549.8823259543519,111.6855809158332,2
10.404827860905089,546.9575511934651,111.72,2
14.731449548581441,536.5543153053229,103.2183978613888,2
12.188412108044643,547.7128485152552,109.17551443206358,2
9.390157240863877,544.5002317378191,110.03009469379394,2
9.400983158133377,545.4462059815728,112.17806532612181,2
12.83881413529635,549.8762878592677,134.6549365791368,2
18.94499350882282,548.2433609777621,104.0191561469666,2
15.9811601712801,543.6172619703873,104.35966840953465,2
7.186947301701586,535.0870632853737,109.60237971224235,2
16.699014411522967,548.4957163893727,105.01338318632205,2
12.010951771982072,544.3387971010827,109.7993397753717,2
4.578734103734956,549.484739725002,113.87392691671266,2
4.719035856129179,534.446978956986,113.86400276820942,2
2.3541867669037133,547.8271201560614,116.19724250142772,2
1.3334142625852945,550.0344334198236,113.58359792423643,2
2.348550249539634,533.5082584799881,112.89823316697357,2
9.6155127402534,540.1607826988618,111.88181427369379,2
12.433484900950669,548.9767365851038,109.85669463404156,2
4.3966542644286895,548.8822269105555,121.5518253582425,2
9.341344432718506,541.0697855094342,115.95075507935849,2
9.545728988205221,533.9575134044012,110.75710731363031,2
9.905703969173057,536.4175030722923,106.12687872056983,2
8.022721895965104,535.9118338333092,127.65941327551823,2
15.74988362425274,545.558443890008,103.75011970076858,2
11.674070598430694,549.275566801436,109.9925986841112,2
10.008086629843133,544.5822837510382,109.05487065481134,2
6.9033674423982,546.8170773916407,108.6355926851474,2
14.521045455674386,541.7265237039097,101.58384194764973,2
0.7659442437129854,548.701178935277,109.7458301749012,2
6.017728933553635,540.2306949069783,125.19298504481607,2
9.760472855604236,541.9185996186637,110.56266585695631,2
1.7896690289264434,547.2647951101947,109.33132117337921,2
8.970547366806791,535.9008644972556,111.18340387150698,2
5.47586607302609,543.481413420836,108.76134121553612,2
4.180039263274692,534.2515535880539,114.39883253018006,2
11.695595216018473,548.6398236672826,109.00917711398571,2
4.7685968299369295,541.887925500423,117.58689230803064,2
1.8949095125082551,550.1157103706962,113.46347973458843,2
12.208281668060865,548.0237493116674,111.79156291502409,2
9.413556606203784,541.9029593456419,112.97802464268713,2
2.1694048107645942,550.3627419580883,123.50403567134695,2
15.849183259442704,542.3045448645556,103.63636957840413,2
1.2333501736051455,546.615000765564,139.74929516257106,2
4.306006145597092,549.044957475603,130.08887570898372,2
8.037335090296875,546.5985666134444,107.4979810096927,2
7.5996894071971575,548.3988893915445,111.80008751937365,2
1.0167907930113869,549.5480120636877,110.11128235751109,2
13.517005537028053,548.1337197967285,114.33409893811856,2
9.233517161253806,538.7317623197339,109.87576563584082,2
7.9070319806247,547.5640181245976,109.37983325749786,2
5.500810240901259,545.0891581117211,109.62101642702616,2
22.94221716602223,544.9168452913501,144.1125348289292,2
4.141233504226569,548.0961394412783,115.15569546551001,2
8.270902097973769,550.1168634472286,134.37050874315642,2
13.00205112454001,544.9604193389907,109.32472857802904,2
11.152314090699337,542.8812521428744,113.26168304110493,2
9.157428498446551,547.6944092108381,107.54541304868722,2
14.438620953920864,548.7162727726184,110.87778464786713,2
11.29752319030602,546.7056534501295,109.85443915885584,2
7.995842256326804,541.3292506847569,109.59406123031513,2
5.508636926913196,544.4067289355429,110.00607186863049,2
19.851236471191548,547.1886394912938,103.29917673967545,2
20.487017467993862,536.7136474424227,151.23146363836938,2
6.348436235025629,543.1680348133619,108.8152738679317,2
13.705557569870631,541.4425236280962,100.96208378780035,2
13.021865941824323,540.3858716726378,103.45262546195549,2
12.467303929871626,548.5806351649834,121.55225335328079,2
8.594590438007211,543.8965580953949,119.8266323807632,2
5.306902115054792,543.6258020493544,109.33283959012913,2
12.17435479030344,542.7480007403891,105.05487793351635,2
20.413681431678096,542.8394239207809,102.74667706799545,2
7.218142320831907,536.5114131532148,110.416351813013,2
6.321567774034826,538.7291891333655,108.20884854248429,2
5.3037874125657405,543.9372460266567,122.77845065975195,2
5.195970018482232,546.7651552220192,123.26771233693123,2
13.889222666010193,541.2243569155992,102.88832793957728,2
19.535147382844933,549.0825108265814,140.57696008283958,2
5.0684413988937465,542.4412028272268,111.17767769038576,2
17.840669801880782,534.8254093029943,109.77300885794348,2
16.402675316484636,542.7098903315582,104.02751003941391,2
10.191166505193484,545.7203176726895,110.21629442521991,2
10.67037074159228,547.1553542363444,110.00263114316328,2
8.302280978485514,540.8378795048171,109.743688538904,2
10.637462288770216,546.7720616428046,117.5667349316394,2
8.617992548761244,540.9028656337744,111.10292381794054,2
9.477659278313391,541.8074113195064,108.90809206972914,2
13.83161540884387,549.1491378837404,109.32578783209576,2
4.351646813178204,541.7016942556593,119.555437686173,2
7.401659657383628,537.0117063940776,110.22949205498999,2
9.205482800456453,547.7345056916425,107.52478500570568,2
12.826479836964722,546.084726515953,104.820851241736,2
9.129172980940488,542.035151127757,109.26885255097795,2
6.401843787151692,548.8161035383753,110.21615002722041,2
5.527350583356258,547.966596648071,112.17001390051156,2
8.603783520524413,548.9441272997728,136.39738498219324,2
20.500679537277623,547.2104282844297,142.56642625339896,2
14.054750684004226,529.5639241045224,103.91248386140515,2
9.209452333445213,540.2857653372222,111.96333113994628,2
10.134916568602184,546.9813942880927,110.02597994498021,2
8.086984005330855,541.5112796238931,114.25449812564129,2
3.242095229263767,533.267458825665,107.44604150851583,2
7.3955110640506305,546.3551850189193,108.58829638159794,2
7.546588009437599,546.2094570673319,119.00871676322008,2
13.898173786758587,541.8419682576034,102.37410319141581,2
8.988382847139375,541.5461387465001,112.21112566202473,2
7.833412924717077,547.8128248472422,120.97736283057598,2
4.452119798284759,549.3197597310464,112.55094157199066,2
15.410307283470932,532.2005040604254,103.81,2
16.327450303147607,548.7125842864014,117.8245348656781,2
8.061205337052362,546.8938152128413,108.69040223306251,2
10.98770237320108,548.2908636427063,109.72996180321316,2
12.712786822567134,538.9358558683374,101.65085034152615,2
19.38408580150441,538.8241528437363,148.77457807438816,2
8.403719656467345,549.7926787609784,111.73172536909355,2
5.967912612129793,548.4202329544753,123.78912023215379,2
6.6770818004265,539.9533453406505,111.46153849245992,2
7.949286168310641,549.8472688808911,133.819550019254,2
7.1945060357262625,534.9398889230667,104.19193318847242,2
6.832239532234716,548.8527913475166,124.93914213821398,2
9.390692172933248,544.7476316525634,111.73710547268034,2
14.009519277322994,540.9265936555147,101.69755902850108,2
9.211825148138155,530.3567386155054,106.39448467651577,2
6.66388728420876,538.7900773467707,108.78632469116845,2
10.10426677041316,538.8782943765658,104.11545675248169,2
9.919714836594553,541.215309991841,109.24746248688729,2
3.628391032977949,549.9611273210846,134.1978861124945,2
1.9172029939163289,547.6258375520623,114.83763525467589,2
1.346747104502195,550.0333564535943,113.60944511373607,2
13.607496106237845,537.9758100047226,100.99043529473651,2
14.220713751243322,531.5987097696526,104.2050736244653,2
19.383173100983022,549.0988587878521,104.04731928665085,2
5.74339791101333,547.490635226433,111.30771216646694,2
6.460945012476213,540.4953150037632,127.31270881259137,2
3.5118495614728333,534.0328068735009,110.72410925868355,2
12.429664165465448,549.2179116973357,108.89028038863488,2
11.239258051284047,548.7695494117531,109.56822114629206,2
7.903672178182075,549.7917135602419,111.16143219879092,2
12.447445981319325,538.0770570214437,101.52934303907335,2
5.878256222526832,543.2174597498034,108.97438734595235,2
11.812225490962307,546.5150446497559,109.77660371887394,2
6.948878009720684,535.9470824442876,110.08247885550064,2
11.357270203808367,544.4961698339653,110.79201969231414,2
3.004660288009969,548.838494841329,109.33588578219093,2
17.976649382058042,549.9814042102746,110.9077170717368,2
11.881049893125123,547.3717624222893,121.17427969909494,2
1.935847577538776,550.1846750983435,115.68338770772199,2
9.543366319135536,547.8296800377611,104.93350926296309,2
10.263866743190214,543.2228850449374,109.48895994170296,2
9.583808256823128,542.2773806227108,113.4720790616748,2
13.902508867004936,540.9979229298425,119.13547030488913,2
10.892303272195006,549.3724066097814,110.23379880153551,2
4.969850835254936,543.2815793887768,109.83250903621222,2
13.314607011516546,549.6835332188144,109.57636714893927,2
17.383570639024985,529.7896290419018,105.9195422233683,2
7.955492177650315,549.8778409734837,116.15204527424612,2
8.571676025368019,549.879064504378,111.5241730386885,2
8.20705462086786,532.3599709190398,110.71083575674669,2
7.850636545838972,541.2631001049251,109.42944429552752,2
14.37062841206142,542.9619156749651,102.64983313913035,2
3.227231203766688,534.6653435997824,111.23934761350328,2
12.622431067524829,546.0121553376241,109.21071591360315,2
5.301423954466144,529.3876478198861,112.37237671175969,2
7.283466553102432,536.5681692372257,104.37532524130594,2
13.670243453583744,550.0204584400857,131.1958167843321,2
15.233585505950186,531.8933806405928,103.87379885912864,2
10.609490827624919,541.3575399279902,113.48766409950758,2
7.092902469010142,535.1038698676775,109.7032192060652,2
7.77371576235314,544.2278739205244,108.13207871501842,2
3.5397839099401818,549.8959501552813,108.68999083850552,2
9.603961040274584,536.2686175200216,108.94271810697904,2
4.334554966403188,549.8635609110644,109.10219544467812,2
10.382226368022543,541.5202285375742,114.9641954018478,2
9.601639232773607,537.8685435041693,109.39110060477984,2
10.547594419007199,549.7618835699839,111.09570940597538,2
11.295418296145494,544.9927374299035,109.73209148072748,2
6.006603743982688,532.1521152137193,112.034150487965,2
13.301316938296305,545.2187456345512,103.54291327148917,2
5.174172739345987,537.7128196643671,107.56180274623622,2
3.4788271259436403,550.1190909445745,111.70818182409576,2
7.6902243378754855,544.9279257526431,112.52116416483223,2
17.266245528931478,541.4696101734995,100.08619701798258,2
6.235985852280423,536.554265454101,115.09630668550491,2
3.52337350806287,549.7748818416159,108.72114516601471,2
12.628788292278127,543.6698766037268,103.26143962318622,2
9.116338629290881,537.2197766351868,108.81463566681671,2
8.658944380767979,548.0472949930273,108.81541001394527,2
9.526136669864952,533.6297456841027,103.51893423498102,2
7.292296880447799,535.0565248514501,104.3232168671242,2
13.214007117479479,549.6724617304878,111.583223123679,2
7.470195524748906,542.8974439383339,110.18696389185945,2
